ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)|RH
6729|4,2|Winter|1298.0|1217.0|0.9375963020030816|-200.0|704.0|552.0|169.0|1409.0|1444.0|53,5
6730|1|Summer|966.0|784.0|0.8115942028985508|-200.0|27.0|870.0|36.0|1530.0|652.0|24,3
6731|1,3|Summer|944.0|857.0|0.9078389830508474|-200.0|67.0|880.0|77.0|1463.0|631.0|22,3
6732|2|Fall|1129.0|971.0|0.8600531443755536|-200.0|325.0|707.0|90.0|1315.0|1064.0|83,7
6733|2,1|Fall|1081.0|983.0|0.9093432007400555|-200.0|145.0|703.0|64.0|1546.0|1079.0|38,3
6734|1|Summer|923.0|765.0|0.828819068255688|-200.0|47.0|952.0|63.0|1508.0|786.0|40,0
6735|2,6|Winter|1246.0|936.0|0.7512038523274478|-200.0|438.0|665.0|164.0|1182.0|1460.0|53,3
6736|-200|Fall|1013.0|822.0|0.8114511352418559|-200.0|-200.0|855.0|-200.0|1377.0|855.0|78,9
6737|3,6|Spring|1267.0|1352.0|1.0670876085240726|-200.0|188.0|651.0|124.0|1961.0|1196.0|37,8
6738|-200|Fall|1285.0|1293.0|1.0062256809338521|-200.0|-200.0|549.0|-200.0|1797.0|1365.0|47,2
6739|1,9|Spring|1239.0|848.0|0.6844229217110573|-200.0|102.0|981.0|80.0|1568.0|822.0|41,6
6740|1,5|Spring|997.0|971.0|0.9739217652958877|-200.0|127.0|993.0|128.0|1573.0|930.0|30,1
6741|1,8|Spring|1088.0|1116.0|1.025735294117647|-200.0|127.0|1128.0|112.0|1449.0|1060.0|16,4
6742|1,9|Winter|1038.0|837.0|0.8063583815028902|-200.0|336.0|822.0|184.0|972.0|915.0|39,4
6743|-200|Summer|999.0|867.0|0.8678678678678678|-200.0|-200.0|785.0|-200.0|1644.0|864.0|46,0
6744|-200|Summer|825.0|634.0|0.7684848484848484|-200.0|29.0|1035.0|37.0|1402.0|606.0|42,3
6745|1,5|Spring|1021.0|776.0|0.7600391772771793|77.0|94.0|1144.0|87.0|1307.0|753.0|53,4
6746|1,5|Spring|1060.0|787.0|0.7424528301886792|109.0|81.0|1044.0|91.0|1418.0|833.0|57,0
6747|-200|Winter|844.0|689.0|0.816350710900474|-200.0|-200.0|1040.0|-200.0|867.0|545.0|31,1
6748|1|Fall|901.0|754.0|0.8368479467258602|-200.0|139.0|936.0|62.0|1351.0|854.0|66,8
6749|2,9|Fall|1092.0|1110.0|1.0164835164835164|-200.0|302.0|725.0|117.0|1641.0|1105.0|54,8
6750|4,8|Summer|1372.0|1451.0|1.0575801749271136|-200.0|318.0|631.0|206.0|2183.0|1541.0|22,1
6751|3|Summer|1232.0|1183.0|0.9602272727272727|-200.0|278.0|675.0|190.0|1920.0|1509.0|26,5
6752|-200|Summer|964.0|923.0|0.9574688796680498|-200.0|87.0|834.0|92.0|1590.0|782.0|24,8
6753|1,5|Summer||966.0|0.92|-200.0|86.0|780.0|80.0|1748.0|1090.0|40,0
6754|4|Fall|1392.0|1192.0|0.8563218390804598|-200.0|856.0|543.0|183.0|1508.0|1795.0|59,9
6755|2,3|Summer|1049.0|1133.0|1.0800762631077216|-200.0|216.0|630.0|118.0|1662.0|1208.0|41,1
6756|2,7|Winter|1156.0|909.0|0.7863321799307958|-200.0|456.0|684.0|250.0|1023.0|1384.0|55,0
6757|-200|Spring|895.0|609.0|0.6804469273743017|-200.0|-200.0|1268.0|-200.0|1410.0|477.0|72,7
6758|3,2|Fall|1271.0|1188.0|0.9346970889063729|-200.0|372.0|563.0|107.0|1703.0|1305.0|47,6
6759|1,3|Winter|955.0|687.0|0.7193717277486911|-200.0|277.0|895.0|180.0|1004.0|706.0|83,9
6760|2,9|Spring|1534.0|1013.0|0.6603650586701434|93.0|190.0|889.0|129.0|1611.0|1535.0|53,6
6761|0,3|Winter|881.0|638.0|0.7241770715096482|-200.0|139.0|990.0|106.0|910.0|583.0|60,3
6762|1,2|Spring|1117.0|862.0|0.7717099373321397|-200.0|54.0|995.0|64.0|1476.0|530.0|21,9
6763|0,6|Fall|889.0|694.0|0.7806524184476941|-200.0|114.0|913.0|45.0|1198.0|743.0|72,3
6764|2,2|Winter|-200.0|-200.0|1.0|-200.0|329.0|-200.0|138.0|-200.0|-200.0|-200
6765|1,6|Spring|1176.0|822.0|0.6989795918367347|-200.0|213.0|704.0|109.0|1294.0|778.0|38,1
6766|2,6|Summer|1111.0|1086.0|0.9774977497749775|-200.0|114.0|787.0|107.0|1802.0|824.0|23,7
6767|3,3|Winter|-200.0|-200.0|1.0|-200.0|492.0|-200.0|247.0|-200.0|-200.0|-200
6768|-200|Spring|1075.0|998.0|0.9283720930232559|-200.0|-200.0|914.0|-200.0|1574.0|800.0|26,1
6769|2,1|Spring|1300.0|935.0|0.7192307692307692|-200.0|170.0|902.0|113.0|1623.0|1145.0|58,0
6770|3,8|Winter|-200.0|-200.0|1.0|-200.0|540.0|-200.0|289.0|-200.0|-200.0|-200
6771|3,8|Winter|-200.0|-200.0|1.0|-200.0|499.0|-200.0|152.0|-200.0|-200.0|-200
6772|0,7|Spring|966.0|587.0|0.6076604554865425|-200.0|106.0|921.0|90.0|1017.0|846.0|56,8
6773|1,1|Summer||840.0|0.8677685950413223|-200.0|47.0|891.0|58.0|1727.0|788.0|79,1
6774|-200|Summer|1234.0|1318.0|1.06807131280389|-200.0|243.0|714.0|108.0|2108.0|2202.0|45,9
6775|9,9|Winter|1881.0|1983.0|1.0542264752791068|-200.0|1479.0|334.0|269.0|2271.0|2523.0|55,9
6776|-200|Summer|1177.0|1142.0|0.9702633814783348|-200.0|133.0|601.0|134.0|1868.0|1226.0|40,5
6777|1,6|Summer|1067.0|962.0|0.901593252108716|-200.0|95.0|860.0|91.0|1658.0|802.0|21,8
6778|2,3|Spring|1234.0|1049.0|0.8500810372771475|-200.0|312.0|523.0|142.0|1516.0|1190.0|55,0
6779|1,9|Fall||987.0|0.938212927756654|-200.0|224.0|700.0|62.0|1556.0|1102.0|63,3
6780|-200|Fall|1004.0|1012.0|1.0079681274900398|-200.0|-200.0|730.0|-200.0|1460.0|906.0|54,2
6781||Fall||||||||||
6782|-200|Fall|929.0|795.0|0.8557588805166846|-200.0|-200.0|858.0|-200.0|1373.0|815.0|71,8
6783|0,7|Spring|859.0|527.0|0.6135040745052387|-200.0|60.0|1203.0|57.0|810.0|342.0|52,9
6784|-200|Summer|1005.0|900.0|0.8955223880597015|-200.0|62.0|747.0|81.0|1620.0|1000.0|46,3
6785|0,4|Spring|923.0|516.0|0.5590465872156013|-200.0|75.0|1049.0|59.0|1002.0|667.0|64,5
6786||Fall||||||||||
6787|2,8|Winter|1125.0|1121.0|0.9964444444444445|-200.0|357.0|630.0|185.0|1132.0|1405.0|25,2
6788|-200|Fall|887.0|717.0|0.8083427282976324|-200.0|-200.0|955.0|-200.0|1334.0|786.0|69,5
6789|3,8|Winter|1408.0|1088.0|0.7727272727272727|-200.0|598.0|560.0|139.0|1504.0|1381.0|80,0
6790|4,4|Summer|1287.0|1423.0|1.1056721056721057|-200.0|311.0|610.0|116.0|2319.0|1482.0|49,3
6791|1,1|Winter|921.0|771.0|0.8371335504885994|-200.0|162.0|850.0|120.0|885.0|632.0|27,4
6792|1,5|Summer|966.0|874.0|0.9047619047619048|-200.0|171.0|969.0|95.0|1682.0|999.0|59,4
6793|3,2|Winter|1392.0|1166.0|0.8376436781609196|-200.0|549.0|519.0|153.0|1488.0|1624.0|59,9
6794|1,1|Fall|885.0|753.0|0.8508474576271187|-200.0|147.0|878.0|49.0|1374.0|813.0|74,8
6795|3,1|Winter||1173.0|0.8926940639269406|-200.0|587.0|589.0|112.0|1627.0|1238.0|77,2
6796|6,3|Winter|-200.0|-200.0|1.0|-200.0|1005.0|-200.0|151.0|-200.0|-200.0|-200
6797|3,7|Summer|1355.0|1289.0|0.9512915129151291|-200.0|221.0|678.0|88.0|2158.0|1391.0|66,9
6798||Fall||||||||||
6799||Fall||||||||||
6800|3,8|Spring||1273.0|0.9607547169811321|-200.0|211.0|716.0|145.0|1815.0|1184.0|24,9
6801|0,2|Fall|862.0|757.0|0.8781902552204176|-200.0|227.0|983.0|116.0|938.0|879.0|65,3
6802|5,7|Winter|1846.0|1474.0|0.7984832069339112|-200.0|952.0|389.0|265.0|1712.0|2426.0|55,4
6803|1,8|Spring|990.0|924.0|0.9333333333333333|-200.0|140.0|974.0|90.0|1404.0|861.0|28,5
6804|3,9|Spring|1264.0|1279.0|1.0118670886075949|-200.0|224.0|631.0|120.0|2049.0|1223.0|62,6
6805|5,6|Winter|1544.0|1530.0|0.9909326424870466|-200.0|975.0|416.0|309.0|1706.0|2030.0|62,2
6806|0,3|Summer|985.0|816.0|0.8284263959390863|-200.0|107.0|987.0|65.0|1677.0|799.0|78,6
6807|4,7|Fall|1597.0|1573.0|0.9849718221665623|-200.0|652.0|424.0|167.0|2307.0|1956.0|57,7
6808|1,8|Spring||910.0|0.8410351201478743|-200.0|225.0|629.0|125.0|1301.0|875.0|28,5
6809|3,3|Winter|1408.0|1202.0|0.8536931818181818|-200.0|492.0|506.0|151.0|1411.0|1774.0|45,5
6810|0,4|Fall||644.0|0.74364896073903|-200.0|49.0|1162.0|41.0|1218.0|629.0|38,5
6811|1,7|Summer|1065.0|977.0|0.9173708920187793|-200.0|83.0|736.0|90.0|1733.0|1103.0|46,1
6812|5,2|Fall|1319.0|1319.0|1.0|-200.0|600.0|539.0|178.0|1735.0|1384.0|58,0
6813|0,5|Winter|776.0|445.0|0.5734536082474226|-200.0|37.0|1460.0|34.0|737.0|330.0|53,8
6814|4,5|Spring|1469.0|1344.0|0.9149081007488087|-200.0|251.0|677.0|144.0|1997.0|1471.0|50,6
6815|-200|Spring|1098.0|934.0|0.8506375227686703|-200.0|-200.0|895.0|-200.0|1497.0|883.0|30,4
6816|1,6|Summer|981.0|917.0|0.9347604485219164|-200.0|78.0|740.0|93.0|1649.0|714.0|41,7
6817|1,7|Summer|1055.0|927.0|0.8786729857819905|-200.0|87.0|757.0|90.0|1520.0|716.0|20,9
6818|0,6|Summer|850.0|664.0|0.7811764705882352|-200.0|31.0|1038.0|40.0|1568.0|727.0|54,6
6819|0,6|Winter|822.0|493.0|0.5997566909975669|-200.0|50.0|1278.0|45.0|876.0|453.0|56,0
6820|1,1|Summer||775.0|0.7658102766798419|-200.0|49.0|899.0|53.0|1547.0|562.0|28,2
6821|0,2|Summer|775.0|619.0|0.7987096774193548|-200.0|10.0|1254.0|19.0|1272.0|386.0|20,0
6822|1,5|Spring|1123.0|966.0|0.8601959038290294|-200.0|91.0|770.0|93.0|1594.0|1183.0|47,6
6823|1|Winter|-200.0|-200.0|1.0|-200.0|149.0|-200.0|74.0|-200.0|-200.0|-200
6824|1,7|Summer||990.0|0.8983666061705989|-200.0|90.0|799.0|103.0|1685.0|849.0|26,0
6825|2,4|Winter|1166.0|935.0|0.8018867924528302|-200.0|357.0|756.0|114.0|1301.0|1135.0|55,3
6826|-200|Winter|1358.0|1158.0|0.8527245949926362|-200.0|-200.0|529.0|-200.0|1537.0|1326.0|77,0
6827|4,3|Spring|1282.0|1013.0|0.7901716068642746|-200.0|354.0|545.0|141.0|1384.0|1287.0|50,6
6828|4,9|Spring|1545.0|1390.0|0.8996763754045307|-200.0|582.0|423.0|229.0|1676.0|1915.0|42,9
6829|3,5|Spring|1346.0|1224.0|0.9093610698365527|-200.0|202.0|715.0|146.0|1794.0|1272.0|29,4
6830|1,9|Summer||995.0|0.9004524886877828|-200.0|162.0|778.0|149.0|1681.0|821.0|23,0
6831|2,2|Summer|1090.0|1119.0|1.026605504587156|-200.0|117.0|756.0|107.0|1811.0|902.0|25,7
6832|6,7|Winter|1713.0|1605.0|0.9369527145359019|-200.0|980.0|383.0|212.0|1870.0|2186.0|44,8
6833|-200|Fall||636.0|0.7352601156069364|-200.0|-200.0|992.0|-200.0|1285.0|761.0|62,9
6834|0,8|Summer|872.0|833.0|0.9552752293577982|-200.0|65.0|947.0|59.0|1598.0|760.0|54,1
6835|1,4|Spring|1217.0|846.0|0.695152013147083|-200.0|263.0|650.0|136.0|1120.0|1481.0|75,6
6836|3,6|Winter|-200.0|-200.0|1.0|-200.0|622.0|-200.0|164.0|-200.0|-200.0|-200
6837|5,1|Fall|1581.0|1442.0|0.9120809614168248|-200.0|933.0|435.0|202.0|1839.0|1966.0|66,8
6838|0,9|Summer|954.0|790.0|0.8280922431865828|-200.0|-200.0|826.0|-200.0|1564.0|1066.0|48,5
6839|0,6|Spring|882.0|563.0|0.6383219954648526|-200.0|127.0|978.0|84.0|936.0|660.0|52,7
6840|3,6|Spring|1286.0|1223.0|0.9510108864696734|-200.0|573.0|529.0|210.0|1350.0|1348.0|15,6
6841|2|Winter|886.0|917.0|1.0349887133182845|-200.0|398.0|908.0|148.0|901.0|1023.0|23,8
6842|2,4|Fall|1306.0|1079.0|0.8261868300153139|-200.0|278.0|603.0|105.0|1668.0|1286.0|47,4
6843|1|Winter|868.0|665.0|0.7661290322580645|-200.0|186.0|1067.0|99.0|865.0|800.0|55,7
6844|1,8|Fall|926.0|935.0|1.009719222462203|-200.0|178.0|931.0|62.0|1262.0|786.0|30,3
6845|-200|Spring|945.0|646.0|0.6835978835978836|-200.0|44.0|1308.0|55.0|1332.0|505.0|54,6
6846|2,4|Spring|1105.0|1016.0|0.9194570135746606|-200.0|142.0|789.0|98.0|1736.0|930.0|49,6
6847|4,6|Spring|1428.0|1329.0|0.930672268907563|-200.0|250.0|594.0|141.0|2102.0|1602.0|52,3
6848|1,9|Spring|1075.0|896.0|0.8334883720930233|145.0|128.0|938.0|94.0|1487.0|936.0|35,9
6849|-200|Fall|1048.0|1021.0|0.9742366412213741|-200.0|-200.0|698.0|-200.0|1570.0|846.0|23,2
6850|-200|Summer|1026.0|1186.0|1.1559454191033138|-200.0|235.0|719.0|148.0|1662.0|1138.0|18,6
6851|-200|Summer|1147.0|999.0|0.8709677419354839|-200.0|176.0|697.0|158.0|1788.0|915.0|32,1
6852|7,2|Spring|1771.0|1690.0|0.9542631281761716|1129.0|368.0|461.0|125.0|2572.0|1982.0|56,5
6853|1,7|Fall|1247.0|961.0|0.7706495589414595|-200.0|167.0|666.0|71.0|1569.0|1112.0|56,1
6854|3,2|Summer|1396.0|1306.0|0.9355300859598854|-200.0|361.0|587.0|189.0|1934.0|1886.0|26,8
6855|1,6|Fall|980.0|901.0|0.9193877551020408|-200.0|-200.0|812.0|-200.0|1369.0|731.0|25,4
6856|1,8|Summer|1093.0|893.0|0.8170173833485819|-200.0|90.0|677.0|83.0|1678.0|927.0|49,6
6857|2|Summer|1051.0|950.0|0.9039010466222646|-200.0|196.0|802.0|138.0|1593.0|1040.0|33,0
6858|3,5|Winter|-200.0|-200.0|1.0|-200.0|809.0|-200.0|176.0|-200.0|-200.0|-200
6859|3,1|Winter|1308.0|1189.0|0.9090214067278287|-200.0|566.0|534.0|274.0|1325.0|1656.0|49,8
6860|1,8|Fall|951.0|908.0|0.9547844374342797|-200.0|275.0|873.0|94.0|1314.0|904.0|40,2
6861|1,1|Fall|933.0|803.0|0.8606645230439443|-200.0|159.0|842.0|69.0|1369.0|898.0|69,9
6862|2,3|Winter||1046.0|1.0096525096525097|-200.0|304.0|694.0|185.0|1044.0|1059.0|23,0
6863|-200|Fall|932.0|708.0|0.759656652360515|-200.0|-200.0|1057.0|-200.0|1285.0|720.0|48,4
6864|3,4|Fall|1328.0|1296.0|0.9759036144578314|-200.0|640.0|527.0|88.0|1829.0|1341.0|76,4
6865|4,2|Summer|-200.0|-200.0|1.0|-200.0|136.0|-200.0|108.0|-200.0|-200.0|-200
6866|2,3|Fall|1168.0|1070.0|0.916095890410959|-200.0|228.0|667.0|116.0|1646.0|1102.0|50,5
6867|-200|Summer|991.0|944.0|0.9525731584258325|-200.0|116.0|765.0|104.0|1608.0|868.0|38,5
6868|2,2|Winter|1138.0|854.0|0.7504393673110721|-200.0|262.0|735.0|117.0|1276.0|911.0|68,2
6869|1,3|Summer|1059.0|800.0|0.7554296506137866|-200.0|66.0|740.0|62.0|1604.0|739.0|50,4
6870|0,7|Spring|921.0|538.0|0.5841476655808904|35.0|-200.0|1564.0|-200.0|1224.0|417.0|68,2
6871|2,8|Summer|1247.0|1257.0|1.0080192461908581|-200.0|168.0|701.0|174.0|2000.0|1337.0|23,2
6872|2,6|Winter|-200.0|-200.0|1.0|-200.0|397.0|-200.0|148.0|-200.0|-200.0|-200
6873|0,7|Summer|877.0|736.0|0.8392246294184721|-200.0|49.0|1077.0|65.0|1347.0|463.0|24,1
6874|1,9|Spring|1116.0|888.0|0.7956989247311828|-200.0|258.0|695.0|156.0|1176.0|980.0|56,3
6875|1,2|Spring|942.0|666.0|0.7070063694267515|-200.0|140.0|960.0|116.0|848.0|553.0|48,8
6876|1,1|Spring||849.0|0.9031914893617021|-200.0|93.0|1091.0|103.0|1509.0|764.0|48,7
6877|0,4|Summer|910.0|630.0|0.6923076923076923|-200.0|29.0|1061.0|35.0|1504.0|468.0|62,4
6878|1|Summer|872.0|760.0|0.8715596330275229|-200.0|47.0|979.0|57.0|1314.0|513.0|18,4
6879|1,3|Fall|1167.0|907.0|0.7772065124250214|-200.0|211.0|681.0|55.0|1548.0|1082.0|67,5
6880|0,3|Spring|1083.0|804.0|0.7423822714681441|-200.0|208.0|702.0|128.0|1105.0|615.0|35,4
6881|0,5|Summer|751.0|587.0|0.7816245006657789|-200.0|43.0|1165.0|50.0|1353.0|678.0|53,4
6882|-200|Spring|806.0|544.0|0.674937965260546|-200.0|-200.0|1429.0|-200.0|1290.0|449.0|79,7
6883|0,3|Spring|848.0|571.0|0.6733490566037735|-200.0|-200.0|1224.0|-200.0|1297.0|624.0|44,3
6884|-200|Winter|989.0|793.0|0.8018200202224469|-200.0|-200.0|815.0|-200.0|1052.0|862.0|42,5
6885|1,8|Winter|1084.0|855.0|0.7887453874538746|-200.0|332.0|748.0|193.0|939.0|1446.0|42,0
6886|3,6|Fall|1365.0|1341.0|0.9824175824175824|-200.0|543.0|549.0|96.0|2033.0|1518.0|67,7
6887|2,7|Summer|1072.0|1057.0|0.9860074626865671|-200.0|150.0|812.0|92.0|1820.0|885.0|39,2
6888|2,0|Winter|-200.0|-200.0|1.0|-200.0|220.0|-200.0|151.0|-200.0|-200.0|-200
6889|-200|Summer|1261.0|1134.0|0.8992862807295797|-200.0|-200.0|557.0|-200.0|2015.0|1388.0|58,0
6890|2,7|Summer|1302.0|1198.0|0.9201228878648233|-200.0|156.0|628.0|121.0|1934.0|1504.0|35,6
6891|1,3|Fall|965.0|769.0|0.7968911917098446|-200.0|-200.0|878.0|-200.0|1315.0|667.0|32,9
6892|4,1|Winter|1247.0|1188.0|0.9526864474739375|-200.0|707.0|598.0|210.0|1237.0|1692.0|36,1
6893|2,1|Summer|1115.0|1140.0|1.0224215246636772|-200.0|133.0|682.0|129.0|1746.0|1020.0|16,5
6894|-200|Winter|987.0|823.0|0.8338399189463019|-200.0|-200.0|827.0|-200.0|1027.0|893.0|50,2
6895|1,8|Summer|-200.0|-200.0|1.0|-200.0|119.0|-200.0|101.0|-200.0|-200.0|-200
6896|1,2|Fall|836.0|653.0|0.7811004784688995|-200.0|207.0|1798.0|99.0|978.0|537.0|55,7
6897|2,3|Fall|1143.0|882.0|0.7716535433070866|-200.0|289.0|738.0|86.0|1260.0|1069.0|77,5
6898|0,4|Summer|843.0|544.0|0.6453143534994069|-200.0|20.0|1242.0|29.0|1442.0|447.0|57,9
6899|-200|Summer|1031.0|901.0|0.8739088263821533|-200.0|-200.0|775.0|-200.0|1502.0|628.0|29,0
6900|4,5|Spring|1501.0|1302.0|0.8674217188540972|556.0|247.0|681.0|134.0|2008.0|1311.0|67,3
6901|2,1|Summer|1090.0|1073.0|0.9844036697247707|-200.0|133.0|745.0|122.0|1693.0|1124.0|31,1
6902|1,1|Fall||743.0|0.9116564417177914|-200.0|54.0|1183.0|21.0|1095.0|536.0|24,8
6903||Fall||||||||||
6904|3,2|Summer|1157.0|1176.0|1.0164217804667244|-200.0|330.0|691.0|175.0|1779.0|1370.0|23,2
6905|1,5|Summer|1048.0|949.0|0.9055343511450382|-200.0|88.0|764.0|86.0|1607.0|831.0|23,7
6906|0,9|Spring|883.0|561.0|0.6353340883352209|-200.0|93.0|1080.0|84.0|785.0|412.0|51,2
6907|2,4|Spring|1253.0|966.0|0.770949720670391|-200.0|343.0|560.0|162.0|1378.0|1251.0|57,0
6908|-200,0|Winter|873.0|565.0|0.6471935853379153|-200.0|102.0|1097.0|83.0|793.0|494.0|44,8
6909|1,8|Spring|1165.0|839.0|0.7201716738197425|-200.0|220.0|652.0|140.0|1214.0|867.0|40,2
6910|1,9|Spring|1112.0|917.0|0.8246402877697842|172.0|124.0|897.0|90.0|1542.0|931.0|44,4
6911|-200|Summer|894.0|761.0|0.8512304250559284|-200.0|36.0|862.0|48.0|1504.0|768.0|49,9
6912|1,4|Summer|1048.0|839.0|0.8005725190839694|-200.0|80.0|845.0|65.0|1607.0|700.0|25,8
6913|-200|Spring|1024.0|795.0|0.7763671875|-200.0|-200.0|982.0|-200.0|1501.0|705.0|60,2
6914|2,4|Summer|1060.0|1099.0|1.0367924528301886|-200.0|122.0|742.0|98.0|1838.0|1077.0|45,3
6915|0,7|Summer|938.0|734.0|0.7825159914712153|-200.0|65.0|847.0|57.0|1607.0|947.0|75,5
6916|3,4|Winter||1197.0|0.8459363957597174|-200.0|559.0|486.0|146.0|1539.0|1597.0|67,4
6917|1,3|Summer|912.0|873.0|0.9572368421052632|-200.0|89.0|946.0|86.0|1436.0|614.0|15,2
6918|1,9|Summer|-200.0|-200.0|1.0|-200.0|121.0|-200.0|83.0|-200.0|-200.0|-200
6919|0,7|Spring|933.0|625.0|0.669882100750268|26.0|-200.0|1292.0|-200.0|1332.0|884.0|57,9
6920|7,3|Winter|-200.0|-200.0|1.0|-200.0|1137.0|-200.0|214.0|-200.0|-200.0|-200
6921|0,9|Spring|987.0|740.0|0.7497467071935157|-200.0|54.0|1105.0|53.0|1407.0|523.0|28,1
6922|0,8|Summer|-200.0|-200.0|1.0|-200.0|37.0|-200.0|54.0|-200.0|-200.0|-200
6923|0,6|Summer|835.0|638.0|0.7640718562874251|-200.0|31.0|1024.0|38.0|1506.0|655.0|58,4
6924|1,4|Winter|987.0|786.0|0.7963525835866262|-200.0|273.0|901.0|75.0|1220.0|936.0|69,4
6925|1,0|Spring|1011.0|685.0|0.6775469831849654|-200.0|178.0|823.0|99.0|1054.0|902.0|69,2
6926|3,9|Winter|1321.0|1170.0|0.8856926570779712|-200.0|760.0|532.0|158.0|1488.0|1539.0|70,1
6927|2,2|Summer|1136.0|995.0|0.8758802816901409|-200.0|132.0|727.0|114.0|1591.0|1236.0|33,0
6928|3,9|Winter|1112.0|1267.0|1.139388489208633|-200.0|659.0|671.0|162.0|1250.0|1307.0|24,8
6929|3,4|Winter|1320.0|1207.0|0.9143939393939394|-200.0|448.0|535.0|143.0|1498.0|1442.0|59,1
6930|2,3|Winter|1101.0|908.0|0.8247048138056312|-200.0|295.0|707.0|204.0|1025.0|1095.0|37,6
6931|1,4|Winter|1091.0|868.0|0.7956003666361137|-200.0|402.0|705.0|205.0|1021.0|1200.0|67,2
6932|0,6|Fall|705.0|508.0|0.7205673758865249|-200.0|93.0|1494.0|54.0|820.0|329.0|32,0
6933|2,1|Summer|1083.0|1003.0|0.9261311172668514|-200.0|95.0|787.0|112.0|1524.0|842.0|19,2
6934|-200|Summer|1117.0|1052.0|0.9418084153983886|-200.0|148.0|671.0|137.0|1780.0|824.0|24,4
6935|0,4|Spring|872.0|460.0|0.5275229357798165|-200.0|47.0|1359.0|45.0|755.0|288.0|63,1
6936|2,4|Summer|1286.0|1214.0|0.9440124416796267|-200.0|168.0|620.0|132.0|1880.0|1759.0|29,3
6937|2,2|Fall|1119.0|1056.0|0.9436997319034852|-200.0|311.0|624.0|68.0|1562.0|1099.0|76,1
6938|1|Fall|909.0|624.0|0.6864686468646864|-200.0|157.0|1056.0|74.0|1073.0|736.0|77,2
6939|-200|Summer|792.0|611.0|0.7714646464646465|-200.0|22.0|1280.0|23.0|1529.0|657.0|63,7
6940|0,7|Summer|842.0|722.0|0.8574821852731591|-200.0|40.0|1163.0|54.0|1294.0|490.0|11,9
6941|2,9|Fall|1315.0|1261.0|0.9589353612167301|-200.0|341.0|535.0|88.0|1830.0|1554.0|60,6
6942|0,9|Summer|913.0|749.0|0.8203723986856517|-200.0|54.0|911.0|58.0|1535.0|742.0|43,4
6943|0,2|Spring|731.0|408.0|0.5581395348837209|-200.0|32.0|1727.0|30.0|561.0|225.0|38,4
6944|1,1|Spring|1144.0|667.0|0.583041958041958|29.0|98.0|1490.0|82.0|1339.0|730.0|59,6
6945|2,3|Spring|1135.0|1065.0|0.9383259911894273|-200.0|138.0|803.0|111.0|1630.0|1317.0|34,5
6946|0,5|Fall|692.0|507.0|0.7326589595375722|-200.0|65.0|1483.0|44.0|811.0|353.0|34,9
6947|-200|Fall|1287.0|1060.0|0.8236208236208237|-200.0|-200.0|716.0|-200.0|1595.0|1221.0|44,6
6948|2,2|Fall|1002.0|989.0|0.9870259481037924|-200.0|279.0|840.0|99.0|1358.0|1011.0|36,5
6949|3,3|Spring|1448.0|1322.0|0.9129834254143646|-200.0|454.0|447.0|156.0|1655.0|1492.0|32,9
6950|3|Summer|1269.0|1269.0|1.0|-200.0|173.0|633.0|174.0|1942.0|1221.0|18,9
6951|1,6|Summer||912.0|0.9681528662420382|-200.0|144.0|842.0|106.0|1551.0|814.0|33,1
6952|1,1|Spring|1025.0|761.0|0.7424390243902439|-200.0|158.0|745.0|107.0|1237.0|942.0|70,8
6953|2,9|Spring|1383.0|1020.0|0.737527114967462|150.0|243.0|1008.0|135.0|1719.0|1104.0|67,6
6954|1|Fall|1049.0|907.0|0.8646329837940896|-200.0|297.0|795.0|145.0|1038.0|1209.0|55,9
6955|6,4|Spring||1544.0|0.9596022374145432|-200.0|669.0|367.0|232.0|1999.0|1878.0|46,4
6956|2,8|Spring|1329.0|1214.0|0.9134687735139202|-200.0|216.0|700.0|148.0|1845.0|1581.0|27,0
6957|-200|Fall|1239.0|1373.0|1.1081517352703794|-200.0|-200.0|550.0|-200.0|1593.0|1495.0|62,0
6958|1,7|Summer|1012.0|914.0|0.9031620553359684|-200.0|80.0|760.0|88.0|1653.0|858.0|34,0
6959|-200|Fall|925.0|800.0|0.8648648648648649|-200.0|-200.0|908.0|-200.0|1272.0|750.0|58,1
6960|-200|Spring|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200
6961|1,3|Spring|1141.0|827.0|0.7248028045574058|98.0|73.0|936.0|88.0|1488.0|1110.0|54,2
6962|-200|Spring|909.0|617.0|0.6787678767876788|41.0|34.0|1236.0|49.0|1302.0|558.0|49,9
6963|1|Winter|1034.0|719.0|0.695357833655706|-200.0|153.0|858.0|86.0|1189.0|845.0|76,3
6964|3,1|Winter|1316.0|1099.0|0.8351063829787234|-200.0|412.0|610.0|137.0|1451.0|1268.0|72,8
6965|-200|Summer|1180.0|1157.0|0.9805084745762712|-200.0|-200.0|568.0|-200.0|1874.0|1202.0|38,8
6966|1,0|Winter|939.0|649.0|0.691160809371672|-200.0|145.0|996.0|86.0|897.0|879.0|59,0
6967|0,8|Spring|948.0|702.0|0.740506329113924|-200.0|146.0|801.0|78.0|1164.0|818.0|73,1
6968|-200,0|Spring||471.0|0.5962025316455696|-200.0|81.0|1302.0|75.0|669.0|532.0|44,9
