ID|CO(GT)|Season|PT08.S1(CO)|PT08.S2(NMHC)|PT08.S2_NMHC_to_PT08.S1_CO_Ratio|NMHC(GT)|NOx(GT)|PT08.S3(NOx)|NO2(GT)|PT08.S4(NO2)|PT08.S5(O3)
762|1,9|Fall|1100.0|1022.0|0.9290909090909091|-200.0|492.0|752.0|193.0|1101.0|1367.0
763|1,4|Winter|991.0|681.0|0.6871846619576185|-200.0|-200.0|874.0|-200.0|1125.0|718.0
764|1,0|Winter|1033.0|711.0|0.6882865440464666|-200.0|220.0|893.0|115.0|935.0|893.0
765|1,1|Spring|1085.0|805.0|0.7419354838709677|-200.0|69.0|972.0|65.0|1528.0|718.0
766|-200|Summer|1086.0|947.0|0.8720073664825047|-200.0|181.0|724.0|115.0|1724.0|1134.0
767|-200|Summer|853.0|605.0|0.7092614302461899|-200.0|-200.0|1032.0|-200.0|1488.0|615.0
768|2|Winter|1018.0|889.0|0.8732809430255403|-200.0|392.0|780.0|118.0|1085.0|1105.0
769|-200|Spring|1053.0|953.0|0.9050332383665717|-200.0|-200.0|988.0|-200.0|1483.0|758.0
770|0,7|Summer|877.0|655.0|0.7468643101482326|-200.0|27.0|1061.0|35.0|1471.0|444.0
771|-200|Summer|804.0|668.0|0.8308457711442786|-200.0|32.0|1102.0|51.0|1479.0|753.0
772|2,2|Winter|-200.0|-200.0|1.0|-200.0|190.0|-200.0|136.0|-200.0|-200.0
773|1,4|Winter|968.0|765.0|0.7902892561983471|-200.0|227.0|843.0|156.0|863.0|692.0
774|0,4|Spring|743.0|502.0|0.6756393001345895|-200.0|-200.0|1635.0|-200.0|1292.0|355.0
775|3,8|Summer|1213.0|1341.0|1.1055234954657873|-200.0|210.0|683.0|143.0|2090.0|1601.0
776|1,2|Spring|1081.0|929.0|0.8593894542090657|-200.0|65.0|910.0|75.0|1518.0|937.0
777|1,5|Winter|1014.0|804.0|0.7928994082840237|-200.0|236.0|871.0|79.0|1233.0|994.0
778|3,3|Fall|1357.0|1230.0|0.9064112011790715|-200.0|404.0|542.0|103.0|1834.0|1373.0
779|0,7|Summer|817.0|688.0|0.8421052631578947|-200.0|51.0|1299.0|60.0|1435.0|512.0
780|1,1|Fall|936.0|849.0|0.907051282051282|-200.0|127.0|798.0|56.0|1381.0|947.0
781|1,4|Spring|1220.0|782.0|0.6409836065573771|-200.0|111.0|996.0|89.0|1560.0|1067.0
782|4,1|Spring|1401.0|1396.0|0.9964311206281228|-200.0|231.0|645.0|168.0|2009.0|1402.0
783|-200|Fall|871.0|628.0|0.7210103329506314|-200.0|-200.0|1118.0|-200.0|1228.0|557.0
784|2,3|Fall|1091.0|1039.0|0.9523373052245646|-200.0|-200.0|699.0|-200.0|1586.0|923.0
785|0,5|Fall|773.0|609.0|0.7878395860284605|-200.0|46.0|1169.0|35.0|1256.0|590.0
786|1,8|Fall|1023.0|851.0|0.8318670576735093|-200.0|259.0|782.0|94.0|1413.0|881.0
787|1,1|Winter|981.0|649.0|0.6615698267074414|-200.0|141.0|924.0|114.0|901.0|573.0
788|4,3|Fall|1173.0|1322.0|1.1270247229326513|-200.0|490.0|633.0|158.0|1679.0|1365.0
789|-200|Summer|1017.0|885.0|0.8702064896755162|-200.0|-200.0|726.0|-200.0|1609.0|884.0
790|3,9|Summer|1250.0|1339.0|1.0712|-200.0|251.0|616.0|152.0|2075.0|1383.0
791|0,8|Summer|993.0|795.0|0.8006042296072508|-200.0|60.0|888.0|63.0|1629.0|770.0
792|3,3|Winter|1361.0|1137.0|0.8354151359294636|-200.0|449.0|503.0|136.0|1526.0|1471.0
793|1|Spring|931.0|689.0|0.7400644468313641|61.0|63.0|1161.0|73.0|1317.0|503.0
794|3,3|Summer|1201.0|1279.0|1.0649458784346377|-200.0|309.0|683.0|100.0|2144.0|1338.0
795|-200|Fall|817.0|602.0|0.7368421052631579|-200.0|-200.0|1120.0|-200.0|1227.0|470.0
796|-200|Spring|979.0|764.0|0.780388151174668|-200.0|-200.0|1054.0|-200.0|1462.0|572.0
797|0,8|Spring|1005.0|673.0|0.6696517412935323|57.0|56.0|1103.0|64.0|1387.0|905.0
798|-200|Fall|1219.0|1074.0|0.8810500410172273|-200.0|-200.0|805.0|-200.0|1532.0|1191.0
799|-200|Spring|1115.0|782.0|0.7013452914798206|-200.0|-200.0|980.0|-200.0|1500.0|752.0
800|0,7|Spring|783.0|580.0|0.7407407407407407|-200.0|174.0|1181.0|95.0|647.0|378.0
801|0,8|Summer|855.0|762.0|0.8912280701754386|-200.0|79.0|942.0|73.0|1444.0|959.0
802|0,9|Spring|922.0|658.0|0.7136659436008677|-200.0|227.0|898.0|141.0|922.0|706.0
803|0,7|Fall|874.0|715.0|0.8180778032036613|-200.0|-200.0|889.0|-200.0|1315.0|858.0
804|3,9|Winter|1352.0|1137.0|0.8409763313609467|-200.0|610.0|567.0|174.0|1234.0|2016.0
805|-200|Fall|1268.0|1180.0|0.9305993690851735|-200.0|-200.0|593.0|-200.0|1323.0|1632.0
806|-200|Summer|870.0|733.0|0.8425287356321839|-200.0|-200.0|903.0|-200.0|1392.0|762.0
807|2,7|Winter|1056.0|1040.0|0.9848484848484849|-200.0|398.0|711.0|194.0|976.0|1187.0
808|-200|Fall|788.0|614.0|0.7791878172588832|-200.0|-200.0|1116.0|-200.0|1177.0|625.0
809|-200|Winter|934.0|750.0|0.8029978586723768|-200.0|-200.0|891.0|-200.0|1035.0|798.0
810|0,3|Spring|803.0|635.0|0.7907845579078456|-200.0|60.0|1417.0|67.0|1272.0|537.0
811|1,7|Spring|1197.0|837.0|0.6992481203007519|117.0|144.0|957.0|118.0|1498.0|965.0
812|2,2|Spring|1105.0|1080.0|0.9773755656108597|-200.0|139.0|751.0|104.0|1758.0|981.0
813|1,6|Winter|974.0|778.0|0.7987679671457906|-200.0|286.0|832.0|168.0|905.0|782.0
814|0,1|Winter|872.0|662.0|0.7591743119266054|-200.0|211.0|1007.0|134.0|874.0|628.0
815|3,0|Spring|1457.0|1167.0|0.8009608785175018|-200.0|648.0|496.0|175.0|1422.0|1785.0
816|2,1|Summer|1100.0|1038.0|0.9436363636363636|-200.0|109.0|668.0|92.0|1873.0|1080.0
817|1,7|Fall|891.0|891.0|1.0|-200.0|287.0|874.0|121.0|1077.0|848.0
818|5,6|Fall|1583.0|1538.0|0.9715729627289956|-200.0|803.0|461.0|160.0|2214.0|1788.0
819|1,4|Spring|1325.0|921.0|0.6950943396226416|-200.0|358.0|570.0|159.0|1345.0|1297.0
820|1,2|Summer|963.0|894.0|0.9283489096573209|-200.0|131.0|942.0|91.0|1702.0|1065.0
821|4,2|Fall|1448.0|1288.0|0.8895027624309392|-200.0|870.0|518.0|251.0|1506.0|1839.0
822|3,4|Fall|1305.0|1287.0|0.9862068965517241|-200.0|464.0|525.0|124.0|1771.0|1437.0
823|1,6|Spring|1166.0|829.0|0.7109777015437393|-200.0|200.0|632.0|102.0|1338.0|1133.0
824|-200|Fall|1024.0|976.0|0.953125|-200.0|-200.0|747.0|-200.0|1386.0|1030.0
825|1,2|Winter|992.0|685.0|0.6905241935483871|-200.0|166.0|890.0|126.0|902.0|818.0
826|6,1|Fall|1546.0|1519.0|0.982535575679172|-200.0|622.0|493.0|170.0|2265.0|1649.0
827|0,6|Fall|897.0|738.0|0.822742474916388|-200.0|72.0|936.0|42.0|1471.0|843.0
828|0,6|Summer|-200.0|-200.0|1.0|-200.0|46.0|-200.0|58.0|-200.0|-200.0
829|-200|Summer|912.0|716.0|0.7850877192982456|-200.0|-200.0|875.0|-200.0|1586.0|898.0
830|0,6|Winter|814.0|574.0|0.7051597051597052|-200.0|92.0|1613.0|58.0|965.0|461.0
831|1,1|Winter|877.0|618.0|0.7046750285062714|-200.0|135.0|1027.0|96.0|830.0|505.0
832|8,7|Fall|1882.0|1920.0|1.0201912858661|-200.0|1014.0|328.0|171.0|2609.0|2204.0
833|1,1|Winter|904.0|608.0|0.672566371681416|-200.0|134.0|1033.0|100.0|807.0|398.0
834|2,5|Spring|1072.0|1084.0|1.0111940298507462|-200.0|148.0|843.0|114.0|1622.0|1017.0
835|-200|Summer|724.0|448.0|0.6187845303867403|-200.0|12.0|1917.0|18.0|1256.0|346.0
836|0,9|Spring|900.0|582.0|0.6466666666666666|-200.0|107.0|1081.0|85.0|792.0|377.0
837|0,8|Fall|786.0|596.0|0.7582697201017812|-200.0|113.0|1178.0|73.0|937.0|609.0
838|2,2|Fall|1203.0|1090.0|0.9060681629260183|-200.0|223.0|593.0|74.0|1655.0|1205.0
839|1,3|Spring|996.0|759.0|0.7620481927710844|-200.0|200.0|773.0|124.0|1119.0|751.0
840|4,1|Summer|1204.0|1381.0|1.1470099667774087|-200.0|245.0|623.0|148.0|2085.0|1283.0
841|2,7|Spring|1378.0|1277.0|0.9267053701015965|-200.0|192.0|628.0|94.0|1970.0|1519.0
842|2,2|Winter|1192.0|976.0|0.8187919463087249|-200.0|335.0|618.0|194.0|1290.0|1110.0
843|1|Summer|935.0|836.0|0.8941176470588236|-200.0|58.0|909.0|80.0|1604.0|855.0
844|1|Spring|882.0|621.0|0.7040816326530612|44.0|61.0|1346.0|56.0|1216.0|403.0
845|0,8|Spring|917.0|654.0|0.7131952017448201|-200.0|37.0|1169.0|52.0|1414.0|545.0
846|2,2|Summer|-200.0|-200.0|1.0|-200.0|76.0|-200.0|83.0|-200.0|-200.0
847|1,9|Spring|1192.0|832.0|0.697986577181208|-200.0|282.0|646.0|155.0|1253.0|1167.0
848|-200|Summer|787.0|610.0|0.7750952986022872|-200.0|-200.0|1087.0|-200.0|1259.0|543.0
849|-200|Summer|962.0|849.0|0.8825363825363826|-200.0|111.0|861.0|97.0|1559.0|804.0
850|-200|Fall|-200.0|-200.0|1.0|-200.0|-200.0|-200.0|-200.0|-200.0|-200.0
851|5,6|Fall|1608.0|1483.0|0.9222636815920398|-200.0|949.0|446.0|208.0|1845.0|2058.0
852|5,6|Winter|1416.0|1285.0|0.9074858757062146|-200.0|824.0|501.0|230.0|1390.0|1809.0
853|0,7|Spring|862.0|721.0|0.8364269141531323|-200.0|72.0|1329.0|66.0|1335.0|522.0
854|-200|Summer|1024.0|859.0|0.8388671875|-200.0|-200.0|810.0|-200.0|1576.0|710.0
855|1,6|Winter|973.0|777.0|0.7985611510791367|-200.0|286.0|858.0|165.0|844.0|719.0
856|1,3|Fall|949.0|804.0|0.8472075869336143|-200.0|-200.0|835.0|-200.0|1365.0|740.0
857|2,8|Winter|1153.0|933.0|0.8091934084995663|-200.0|443.0|687.0|161.0|1133.0|1268.0
858|-200|Spring|855.0|478.0|0.5590643274853802|25.0|20.0|1701.0|31.0|1261.0|401.0
859|2,3|Summer|1279.0|1197.0|0.9358874120406567|-200.0|250.0|599.0|112.0|1906.0|1518.0
860|2,5|Fall|948.0|1017.0|1.0727848101265822|-200.0|389.0|1065.0|147.0|1077.0|929.0
861|2,6|Winter|1535.0|1300.0|0.8469055374592834|-200.0|977.0|483.0|223.0|1524.0|1725.0
862|1,6|Spring|1047.0|833.0|0.7956064947468959|-200.0|85.0|939.0|71.0|1647.0|1081.0
863|1,4|Spring|997.0|817.0|0.8194583751253761|112.0|84.0|1030.0|79.0|1426.0|626.0
864|0,7|Spring|875.0|659.0|0.7531428571428571|-200.0|30.0|1180.0|35.0|1452.0|561.0
865|2,6|Spring|1292.0|1003.0|0.7763157894736842|-200.0|170.0|789.0|108.0|1753.0|1163.0
866|2,4|Fall|1150.0|1173.0|1.02|-200.0|266.0|608.0|101.0|1711.0|1195.0
867|0,7|Summer|-200.0|-200.0|1.0|-200.0|22.0|-200.0|35.0|-200.0|-200.0
868|-200|Summer|1051.0|1039.0|0.9885823025689819|-200.0|107.0|720.0|118.0|1641.0|916.0
869|1,2|Spring|1029.0|754.0|0.7327502429543246|84.0|57.0|1098.0|79.0|1395.0|749.0
870|3,0|Winter|1219.0|1026.0|0.8416735028712059|-200.0|462.0|604.0|133.0|1311.0|1329.0
871|-200|Fall|1300.0|1053.0|0.81|-200.0|-200.0|614.0|-200.0|1650.0|1193.0
872|2,3|Winter|929.0|928.0|0.9989235737351991|-200.0|327.0|842.0|116.0|1001.0|893.0
873|2,5|Spring|1180.0|894.0|0.7576271186440678|-200.0|355.0|636.0|187.0|1200.0|1372.0
874|1,7|Spring|1301.0|862.0|0.6625672559569562|-200.0|123.0|914.0|93.0|1633.0|1114.0
875|-200|Fall|987.0|904.0|0.9159067882472138|-200.0|-200.0|808.0|-200.0|1344.0|903.0
876|0,9|Summer|976.0|754.0|0.7725409836065574|-200.0|-200.0|842.0|-200.0|1545.0|1070.0
877|-200|Fall|1358.0|1389.0|1.0228276877761413|-200.0|-200.0|516.0|-200.0|1886.0|1525.0
878|3,9|Spring|1358.0|1331.0|0.9801178203240059|-200.0|531.0|459.0|214.0|1518.0|1523.0
879|8,6|Winter|1683.0|1831.0|1.0879382055852644|-200.0|1216.0|374.0|272.0|1964.0|2331.0
880|2,4|Spring|1201.0|949.0|0.7901748542880933|-200.0|358.0|665.0|170.0|1220.0|1260.0
881|3,8|Spring|1473.0|1235.0|0.8384249830278343|-200.0|483.0|468.0|164.0|1702.0|1519.0
882|1,1|Spring|1068.0|688.0|0.6441947565543071|-200.0|152.0|725.0|78.0|1289.0|926.0
883|0,9|Spring|948.0|710.0|0.7489451476793249|93.0|56.0|1127.0|67.0|1352.0|575.0
884|0,7|Spring|877.0|541.0|0.6168757126567845|-200.0|93.0|1148.0|79.0|829.0|399.0
885|2,5|Summer|-200.0|-200.0|1.0|-200.0|96.0|-200.0|105.0|-200.0|-200.0
886|2,3|Fall|1122.0|996.0|0.8877005347593583|-200.0|259.0|660.0|62.0|1586.0|1048.0
887|0,7|Winter|917.0|597.0|0.6510359869138496|-200.0|152.0|1084.0|117.0|994.0|602.0
888|1,5|Spring|851.0|906.0|1.064629847238543|-200.0|89.0|989.0|95.0|1418.0|545.0
889|0,8|Fall|891.0|714.0|0.8013468013468014|-200.0|82.0|957.0|68.0|1295.0|773.0
890|0,6|Summer|834.0|689.0|0.8261390887290168|-200.0|46.0|988.0|58.0|1367.0|796.0
891|2,5|Fall|1214.0|1080.0|0.8896210873146623|-200.0|323.0|611.0|87.0|1642.0|1190.0
892|2,2|Winter|-200.0|-200.0|1.0|-200.0|271.0|-200.0|131.0|-200.0|-200.0
893|-200|Fall|854.0|663.0|0.7763466042154566|-200.0|-200.0|1080.0|-200.0|1189.0|655.0
894|2,2|Fall|1053.0|955.0|0.9069325735992403|-200.0|486.0|710.0|94.0|1154.0|1050.0
895|0,1|Winter|858.0|634.0|0.7389277389277389|-200.0|189.0|1053.0|130.0|868.0|566.0
896|0,4|Winter|826.0|465.0|0.562953995157385|-200.0|50.0|1322.0|46.0|978.0|433.0
897|2,2|Summer|1194.0|1106.0|0.9262981574539364|-200.0|100.0|667.0|97.0|1985.0|1194.0
898|2,6|Spring|1332.0|1082.0|0.8123123123123123|166.0|215.0|707.0|109.0|1889.0|1242.0
899|3,3|Fall|1234.0|1161.0|0.9408427876823339|-200.0|664.0|629.0|200.0|1386.0|1318.0
900|0,7|Spring|869.0|535.0|0.6156501726121979|-200.0|108.0|1162.0|87.0|783.0|376.0
901|2,0|Winter|1126.0|880.0|0.7815275310834814|-200.0|260.0|690.0|107.0|1202.0|1177.0
902|1,8|Spring|1257.0|973.0|0.7740652346857597|165.0|90.0|860.0|93.0|1634.0|839.0
903|-200|Spring|991.0|828.0|0.8355196770938446|-200.0|-200.0|973.0|-200.0|1469.0|993.0
904|2,2|Winter|1207.0|950.0|0.7870753935376967|-200.0|368.0|623.0|204.0|1303.0|1162.0
905|2,2|Summer|1161.0|1074.0|0.9250645994832042|-200.0|128.0|646.0|95.0|1777.0|1206.0
906|-200|Summer|1362.0|1277.0|0.9375917767988252|-200.0|282.0|529.0|140.0|2188.0|1392.0
907|0,3|Fall|683.0|426.0|0.623718887262079|-200.0|28.0|1775.0|22.0|805.0|302.0
908|1,0|Winter|1174.0|842.0|0.717206132879046|-200.0|273.0|723.0|127.0|1286.0|975.0
909|0,5|Fall|800.0|598.0|0.7475|-200.0|84.0|1336.0|41.0|1278.0|529.0
910|7,4|Spring|1710.0|1632.0|0.9543859649122807|-200.0|841.0|346.0|248.0|2028.0|2140.0
911|2,1|Winter|1073.0|860.0|0.8014911463187325|-200.0|230.0|896.0|110.0|1058.0|1238.0
912|0,5|Summer|809.0|681.0|0.8417799752781211|-200.0|52.0|1108.0|43.0|1463.0|609.0
913|0,8|Spring|1217.0|861.0|0.7074774034511093|-200.0|282.0|642.0|135.0|1234.0|898.0
914|0,7|Winter|947.0|791.0|0.8352692713833157|-200.0|-200.0|825.0|-200.0|963.0|785.0
915|1,3|Winter|1118.0|841.0|0.7522361359570662|-200.0|284.0|702.0|117.0|1056.0|1368.0
916|1,6|Spring|1111.0|1120.0|1.008100810081008|-200.0|161.0|839.0|121.0|1790.0|1141.0
917|1,4|Winter|1079.0|869.0|0.8053753475440223|-200.0|374.0|732.0|110.0|1160.0|1039.0
918|2|Summer|1032.0|1071.0|1.0377906976744187|-200.0|127.0|742.0|131.0|1619.0|840.0
919|1|Summer|-200.0|-200.0|1.0|-200.0|60.0|-200.0|68.0|-200.0|-200.0
920|0,7|Spring|960.0|582.0|0.60625|-200.0|90.0|933.0|69.0|1062.0|657.0
921|0,4|Fall|819.0|537.0|0.6556776556776557|-200.0|46.0|1264.0|30.0|1315.0|551.0
922|3,4|Spring|1349.0|1236.0|0.916234247590808|-200.0|275.0|627.0|125.0|1964.0|1530.0
923|2,1|Fall|1110.0|1032.0|0.9297297297297298|-200.0|183.0|702.0|98.0|1650.0|1002.0
924|2,5|Winter|1077.0|963.0|0.8941504178272981|-200.0|386.0|761.0|129.0|1081.0|1151.0
925|3,4|Spring|1304.0|1067.0|0.8182515337423313|299.0|224.0|737.0|117.0|1811.0|1167.0
926|2|Winter|979.0|946.0|0.9662921348314607|-200.0|323.0|826.0|138.0|1018.0|1026.0
927|-200|Fall|741.0|580.0|0.7827260458839406|-200.0|-200.0|1224.0|-200.0|952.0|660.0
928|-200|Fall|1185.0|1243.0|1.0489451476793248|-200.0|-200.0|603.0|-200.0|1689.0|1197.0
929|0,5|Summer|803.0|676.0|0.8418430884184309|-200.0|38.0|975.0|39.0|1303.0|676.0
930|1,6|Spring|1099.0|1059.0|0.9636032757051866|-200.0|146.0|1156.0|115.0|1416.0|1114.0
931|1,6|Fall|951.0|926.0|0.9737118822292324|-200.0|351.0|902.0|113.0|1460.0|949.0
932|1,2|Fall|827.0|768.0|0.9286577992744861|-200.0|233.0|972.0|103.0|1040.0|671.0
933|-200|Spring|1302.0|1260.0|0.967741935483871|-200.0|-200.0|658.0|-200.0|1970.0|1471.0
934|3,0|Winter|1205.0|1098.0|0.9112033195020747|-200.0|460.0|610.0|172.0|1170.0|1587.0
935|0,8|Spring|954.0|561.0|0.5880503144654088|32.0|43.0|1496.0|57.0|1255.0|612.0
936|-200|Summer|1109.0|1042.0|0.939585211902615|-200.0|140.0|834.0|95.0|1888.0|998.0
937|3,3|Fall|1391.0|1214.0|0.8727534148094895|-200.0|490.0|518.0|112.0|1691.0|1435.0
938|1,2|Spring|967.0|661.0|0.6835573940020683|84.0|61.0|1181.0|67.0|1321.0|463.0
939|-200|Spring|884.0|489.0|0.5531674208144797|-200.0|-200.0|1536.0|-200.0|1278.0|436.0
940|3,6|Summer|1342.0|1351.0|1.0067064083457526|-200.0|216.0|657.0|109.0|2201.0|1419.0
941|1,7|Fall|1054.0|1071.0|1.0161290322580645|-200.0|252.0|1006.0|116.0|1380.0|940.0
942|7,5|Fall|1553.0|1414.0|0.9104958145524791|-200.0|760.0|455.0|193.0|1851.0|1682.0
943|4,1|Winter|980.0|1008.0|1.0285714285714285|-200.0|341.0|758.0|151.0|1103.0|993.0
944|5,9|Fall|1609.0|1540.0|0.9571162212554382|-200.0|948.0|486.0|139.0|1961.0|1803.0
945|3|Fall|1400.0|1230.0|0.8785714285714286|-200.0|362.0|519.0|102.0|1864.0|1483.0
946|1,2|Spring|895.0|845.0|0.9441340782122905|-200.0|102.0|1072.0|96.0|1241.0|763.0
947|0,7|Fall|868.0|688.0|0.7926267281105991|-200.0|-200.0|922.0|-200.0|1249.0|777.0
948|5,4|Winter|1501.0|1403.0|0.9347101932045303|-200.0|757.0|418.0|243.0|1789.0|1589.0
949|4,4|Spring|1587.0|1236.0|0.77882797731569|202.0|307.0|897.0|141.0|1900.0|1400.0
950|0,7|Summer|825.0|715.0|0.8666666666666667|-200.0|35.0|1062.0|49.0|1462.0|613.0
951|-200|Spring|1101.0|1093.0|0.9927338782924614|-200.0|-200.0|1012.0|-200.0|1564.0|1155.0
952|1,8|Summer|1126.0|979.0|0.8694493783303731|-200.0|110.0|849.0|101.0|1700.0|907.0
953|6,8|Fall|1681.0|1666.0|0.991076740035693|-200.0|556.0|397.0|135.0|2339.0|1998.0
954|3,7|Winter|1451.0|1264.0|0.8711233631977946|-200.0|683.0|497.0|181.0|1408.0|1965.0
955|1,6|Winter|-200.0|-200.0|1.0|-200.0|398.0|-200.0|99.0|-200.0|-200.0
956|0,8|Summer|967.0|789.0|0.8159255429162358|-200.0|61.0|810.0|61.0|1597.0|995.0
957|0,7|Fall|917.0|714.0|0.7786259541984732|-200.0|-200.0|870.0|-200.0|1355.0|843.0
958|1,5|Summer|1066.0|855.0|0.8020637898686679|-200.0|101.0|803.0|61.0|1712.0|929.0
959|0,5|Fall|737.0|468.0|0.6350067842605156|-200.0|50.0|1481.0|40.0|869.0|395.0
960|3,1|Spring|1304.0|1142.0|0.8757668711656442|357.0|232.0|772.0|119.0|1747.0|1405.0
961|2,8|Summer|1241.0|1271.0|1.024174053182917|-200.0|155.0|606.0|131.0|1971.0|1287.0
962|1,4|Summer|1037.0|900.0|0.8678881388621023|-200.0|75.0|817.0|95.0|1584.0|619.0
963|2,6|Fall|1190.0|1028.0|0.8638655462184874|-200.0|355.0|654.0|129.0|1287.0|1329.0
964|0,4|Summer|758.0|580.0|0.7651715039577837|-200.0|22.0|1215.0|36.0|1374.0|531.0
965|-200|Fall|934.0|744.0|0.7965738758029979|-200.0|-200.0|970.0|-200.0|1473.0|870.0
966|1,3|Spring|991.0|786.0|0.79313824419778|-200.0|295.0|817.0|144.0|931.0|1037.0
967|4,3|Winter|1521.0|1208.0|0.7942143326758712|-200.0|681.0|497.0|179.0|1549.0|1770.0
968|0,9|Winter|809.0|587.0|0.7255871446229913|-200.0|200.0|1084.0|123.0|744.0|434.0
969|-200|Summer|797.0|624.0|0.7829360100376411|-200.0|18.0|1074.0|33.0|1276.0|546.0
970|1,8|Winter|970.0|798.0|0.822680412371134|-200.0|325.0|842.0|191.0|941.0|874.0
971|1,6|Fall|1060.0|925.0|0.8726415094339622|-200.0|339.0|772.0|109.0|1649.0|1161.0
972|1,7|Summer|1162.0|1019.0|0.8769363166953529|-200.0|97.0|622.0|51.0|1904.0|1178.0
973|2,5|Winter|918.0|737.0|0.8028322440087146|-200.0|220.0|1007.0|105.0|1030.0|703.0
974|0,7|Summer|896.0|694.0|0.7745535714285714|-200.0|58.0|941.0|46.0|1583.0|853.0
975|-200|Fall|1126.0|830.0|0.7371225577264654|-200.0|-200.0|853.0|-200.0|1528.0|938.0
976|0,6|Summer|907.0|741.0|0.8169790518191842|-200.0|44.0|983.0|57.0|1486.0|573.0
977|1,1|Winter|964.0|784.0|0.8132780082987552|-200.0|282.0|824.0|92.0|1080.0|959.0
978|0,9|Spring|996.0|648.0|0.6506024096385542|45.0|64.0|1176.0|50.0|1340.0|852.0
979|1,7|Winter|926.0|815.0|0.8801295896328294|-200.0|254.0|931.0|109.0|945.0|827.0
980|3,7|Winter|-200.0|-200.0|1.0|-200.0|646.0|-200.0|232.0|-200.0|-200.0
981|-200|Fall|825.0|661.0|0.8012121212121213|-200.0|-200.0|1074.0|-200.0|1207.0|710.0
982|0,6|Fall|804.0|616.0|0.7661691542288557|-200.0|-200.0|1271.0|-200.0|1189.0|496.0
983|1,5|Fall|1082.0|834.0|0.7707948243992606|-200.0|174.0|747.0|64.0|1562.0|991.0
984|1,6|Winter|988.0|839.0|0.8491902834008097|-200.0|202.0|803.0|139.0|936.0|963.0
985|5,6|Fall|1603.0|1417.0|0.8839675608234561|-200.0|808.0|459.0|136.0|1871.0|1621.0
986|2,2|Summer|1059.0|1060.0|1.0009442870632672|-200.0|204.0|798.0|147.0|1638.0|1141.0
987|0,6|Winter|913.0|733.0|0.8028477546549836|-200.0|250.0|902.0|163.0|901.0|681.0
988|2,6|Spring|1391.0|1136.0|0.8166786484543493|350.0|134.0|738.0|105.0|1840.0|1296.0
989|0,6|Winter|875.0|548.0|0.6262857142857143|-200.0|-200.0|1165.0|-200.0|1049.0|525.0
990|1|Fall|926.0|727.0|0.785097192224622|-200.0|119.0|925.0|65.0|1326.0|729.0
991|0,5|Spring|891.0|576.0|0.6464646464646465|18.0|46.0|1417.0|53.0|1289.0|733.0
992|1,4|Spring|1120.0|935.0|0.8348214285714286|111.0|112.0|843.0|76.0|1593.0|1126.0
993|1,1|Spring|1135.0|797.0|0.7022026431718061|-200.0|175.0|651.0|80.0|1325.0|1109.0
994|-200|Summer|978.0|840.0|0.8588957055214724|-200.0|-200.0|852.0|-200.0|1422.0|694.0
995|4|Summer|1291.0|1434.0|1.1107668474051122|-200.0|306.0|526.0|151.0|2239.0|1494.0
996|2,1|Spring|1198.0|968.0|0.8080133555926544|-200.0|306.0|590.0|143.0|1264.0|945.0
997|0,4|Winter|803.0|466.0|0.5803237858032378|-200.0|33.0|1451.0|30.0|1034.0|449.0
998|4,2|Winter|1440.0|1311.0|0.9104166666666667|-200.0|815.0|482.0|183.0|1476.0|2022.0
999|0,4|Spring|1128.0|771.0|0.6835106382978723|-200.0|193.0|733.0|122.0|1178.0|923.0
1000|1,1|Winter|-200.0|-200.0|1.0|-200.0|145.0|-200.0|110.0|-200.0|-200.0
1001|1,1|Fall|929.0|769.0|0.8277717976318623|-200.0|-200.0|879.0|-200.0|1335.0|607.0
1002|2,4|Winter|-200.0|-200.0|1.0|-200.0|255.0|-200.0|164.0|-200.0|-200.0
1003|0,6|Summer|799.0|658.0|0.8235294117647058|-200.0|26.0|1216.0|43.0|1254.0|461.0
1004|3,6|Winter|1333.0|1154.0|0.8657164291072769|-200.0|550.0|534.0|158.0|1441.0|1647.0
1005|2,5|Winter|1198.0|897.0|0.7487479131886478|-200.0|402.0|720.0|151.0|1072.0|1436.0
1006|2,7|Winter|1148.0|1025.0|0.8928571428571429|-200.0|395.0|701.0|128.0|1165.0|1282.0
1007|0,7|Summer|-200.0|-200.0|1.0|-200.0|41.0|-200.0|58.0|-200.0|-200.0
1008|1,3|Winter|-200.0|-200.0|1.0|-200.0|193.0|-200.0|117.0|-200.0|-200.0
1009|1,4|Winter|-200.0|-200.0|1.0|-200.0|264.0|-200.0|102.0|-200.0|-200.0
1010|2,5|Fall|1050.0|1070.0|1.019047619047619|-200.0|435.0|699.0|141.0|1334.0|1087.0
1011|1,6|Spring|1096.0|777.0|0.708941605839416|-200.0|248.0|767.0|148.0|1107.0|961.0
1012|0,8|Winter|931.0|580.0|0.6229860365198711|-200.0|-200.0|983.0|-200.0|863.0|487.0
1013|-200,0|Winter|1160.0|948.0|0.8172413793103448|-200.0|371.0|712.0|191.0|1072.0|1289.0
1014|-200|Spring|1217.0|869.0|0.7140509449465899|-200.0|-200.0|873.0|-200.0|1660.0|963.0
1015|-200|Winter|962.0|780.0|0.8108108108108109|-200.0|-200.0|919.0|-200.0|909.0|884.0
1016|0,5|Spring|843.0|719.0|0.8529062870699882|-200.0|61.0|1353.0|63.0|1330.0|501.0
